dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
24/10/2020,24,10,2020,11099,123,Germany,DE,DEU,83166711,Europe
23/10/2020,23,10,2020,14038,199,Germany,DE,DEU,83166711,Europe
22/10/2020,22,10,2020,13932,207,Germany,DE,DEU,83166711,Europe
21/10/2020,21,10,2020,12410,143,Germany,DE,DEU,83166711,Europe
20/10/2020,20,10,2020,9446,130,Germany,DE,DEU,83166711,Europe
19/10/2020,19,10,2020,6486,87,Germany,DE,DEU,83166711,Europe
18/10/2020,18,10,2020,3681,54,Germany,DE,DEU,83166711,Europe
17/10/2020,17,10,2020,5689,60,Germany,DE,DEU,83166711,Europe
16/10/2020,16,10,2020,7975,90,Germany,DE,DEU,83166711,Europe
15/10/2020,15,10,2020,7907,81,Germany,DE,DEU,83166711,Europe
14/10/2020,14,10,2020,7248,63,Germany,DE,DEU,83166711,Europe
13/10/2020,13,10,2020,5367,56,Germany,DE,DEU,83166711,Europe
12/10/2020,12,10,2020,4190,59,Germany,DE,DEU,83166711,Europe
11/10/2020,11,10,2020,2273,25,Germany,DE,DEU,83166711,Europe
10/10/2020,10,10,2020,3631,39,Germany,DE,DEU,83166711,Europe
09/10/2020,9,10,2020,5061,44,Germany,DE,DEU,83166711,Europe
08/10/2020,8,10,2020,4668,42,Germany,DE,DEU,83166711,Europe
07/10/2020,7,10,2020,4490,35,Germany,DE,DEU,83166711,Europe
06/10/2020,6,10,2020,3589,27,Germany,DE,DEU,83166711,Europe
05/10/2020,5,10,2020,2410,34,Germany,DE,DEU,83166711,Europe
04/10/2020,4,10,2020,1155,9,Germany,DE,DEU,83166711,Europe
03/10/2020,3,10,2020,2196,12,Germany,DE,DEU,83166711,Europe
02/10/2020,2,10,2020,2922,25,Germany,DE,DEU,83166711,Europe
01/10/2020,1,10,2020,2925,26,Germany,DE,DEU,83166711,Europe
30/09/2020,30,9,2020,2733,16,Germany,DE,DEU,83166711,Europe
29/09/2020,29,9,2020,2165,15,Germany,DE,DEU,83166711,Europe
28/09/2020,28,9,2020,1831,19,Germany,DE,DEU,83166711,Europe
27/09/2020,27,9,2020,873,7,Germany,DE,DEU,83166711,Europe
26/09/2020,26,9,2020,1786,26,Germany,DE,DEU,83166711,Europe
25/09/2020,25,9,2020,2333,15,Germany,DE,DEU,83166711,Europe
24/09/2020,24,9,2020,2393,18,Germany,DE,DEU,83166711,Europe
23/09/2020,23,9,2020,2213,11,Germany,DE,DEU,83166711,Europe
22/09/2020,22,9,2020,1814,15,Germany,DE,DEU,83166711,Europe
21/09/2020,21,9,2020,1655,18,Germany,DE,DEU,83166711,Europe
20/09/2020,20,9,2020,690,10,Germany,DE,DEU,83166711,Europe
19/09/2020,19,9,2020,1392,12,Germany,DE,DEU,83166711,Europe
18/09/2020,18,9,2020,2168,15,Germany,DE,DEU,83166711,Europe
17/09/2020,17,9,2020,2355,9,Germany,DE,DEU,83166711,Europe
16/09/2020,16,9,2020,2193,15,Germany,DE,DEU,83166711,Europe
15/09/2020,15,9,2020,2002,16,Germany,DE,DEU,83166711,Europe
14/09/2020,14,9,2020,1486,5,Germany,DE,DEU,83166711,Europe
13/09/2020,13,9,2020,762,8,Germany,DE,DEU,83166711,Europe
12/09/2020,12,9,2020,1223,8,Germany,DE,DEU,83166711,Europe
11/09/2020,11,9,2020,1649,12,Germany,DE,DEU,83166711,Europe
10/09/2020,10,9,2020,1592,6,Germany,DE,DEU,83166711,Europe
09/09/2020,9,9,2020,1747,9,Germany,DE,DEU,83166711,Europe
08/09/2020,8,9,2020,1376,19,Germany,DE,DEU,83166711,Europe
07/09/2020,7,9,2020,1413,6,Germany,DE,DEU,83166711,Europe
06/09/2020,6,9,2020,581,4,Germany,DE,DEU,83166711,Europe
05/09/2020,5,9,2020,1106,8,Germany,DE,DEU,83166711,Europe
04/09/2020,4,9,2020,1494,7,Germany,DE,DEU,83166711,Europe
03/09/2020,3,9,2020,1517,7,Germany,DE,DEU,83166711,Europe
02/09/2020,2,9,2020,1412,3,Germany,DE,DEU,83166711,Europe
01/09/2020,1,9,2020,1317,3,Germany,DE,DEU,83166711,Europe
31/08/2020,31,8,2020,1185,4,Germany,DE,DEU,83166711,Europe
30/08/2020,30,8,2020,537,3,Germany,DE,DEU,83166711,Europe
29/08/2020,29,8,2020,833,2,Germany,DE,DEU,83166711,Europe
28/08/2020,28,8,2020,1391,3,Germany,DE,DEU,83166711,Europe
27/08/2020,27,8,2020,1542,1,Germany,DE,DEU,83166711,Europe
26/08/2020,26,8,2020,1618,2,Germany,DE,DEU,83166711,Europe
25/08/2020,25,8,2020,1486,2,Germany,DE,DEU,83166711,Europe
24/08/2020,24,8,2020,1427,5,Germany,DE,DEU,83166711,Europe
23/08/2020,23,8,2020,566,0,Germany,DE,DEU,83166711,Europe
22/08/2020,22,8,2020,919,2,Germany,DE,DEU,83166711,Europe
21/08/2020,21,8,2020,1655,3,Germany,DE,DEU,83166711,Europe
20/08/2020,20,8,2020,1620,7,Germany,DE,DEU,83166711,Europe
19/08/2020,19,8,2020,1754,1,Germany,DE,DEU,83166711,Europe
18/08/2020,18,8,2020,1533,10,Germany,DE,DEU,83166711,Europe
17/08/2020,17,8,2020,1548,8,Germany,DE,DEU,83166711,Europe
16/08/2020,16,8,2020,494,5,Germany,DE,DEU,83166711,Europe
15/08/2020,15,8,2020,756,4,Germany,DE,DEU,83166711,Europe
14/08/2020,14,8,2020,1376,6,Germany,DE,DEU,83166711,Europe
13/08/2020,13,8,2020,1491,2,Germany,DE,DEU,83166711,Europe
12/08/2020,12,8,2020,1540,10,Germany,DE,DEU,83166711,Europe
11/08/2020,11,8,2020,1193,2,Germany,DE,DEU,83166711,Europe
10/08/2020,10,8,2020,1103,2,Germany,DE,DEU,83166711,Europe
09/08/2020,9,8,2020,320,2,Germany,DE,DEU,83166711,Europe
08/08/2020,8,8,2020,710,2,Germany,DE,DEU,83166711,Europe
07/08/2020,7,8,2020,1005,5,Germany,DE,DEU,83166711,Europe
06/08/2020,6,8,2020,1169,6,Germany,DE,DEU,83166711,Europe
05/08/2020,5,8,2020,1112,3,Germany,DE,DEU,83166711,Europe
04/08/2020,4,8,2020,949,6,Germany,DE,DEU,83166711,Europe
03/08/2020,3,8,2020,797,9,Germany,DE,DEU,83166711,Europe
02/08/2020,2,8,2020,305,1,Germany,DE,DEU,83166711,Europe
01/08/2020,1,8,2020,561,1,Germany,DE,DEU,83166711,Europe
31/07/2020,31,7,2020,914,13,Germany,DE,DEU,83166711,Europe
30/07/2020,30,7,2020,862,5,Germany,DE,DEU,83166711,Europe
29/07/2020,29,7,2020,910,5,Germany,DE,DEU,83166711,Europe
28/07/2020,28,7,2020,756,5,Germany,DE,DEU,83166711,Europe
27/07/2020,27,7,2020,527,7,Germany,DE,DEU,83166711,Europe
26/07/2020,26,7,2020,211,0,Germany,DE,DEU,83166711,Europe
25/07/2020,25,7,2020,542,3,Germany,DE,DEU,83166711,Europe
24/07/2020,24,7,2020,809,10,Germany,DE,DEU,83166711,Europe
23/07/2020,23,7,2020,694,3,Germany,DE,DEU,83166711,Europe
22/07/2020,22,7,2020,699,9,Germany,DE,DEU,83166711,Europe
21/07/2020,21,7,2020,523,4,Germany,DE,DEU,83166711,Europe
20/07/2020,20,7,2020,454,4,Germany,DE,DEU,83166711,Europe
19/07/2020,19,7,2020,179,4,Germany,DE,DEU,83166711,Europe
18/07/2020,18,7,2020,442,0,Germany,DE,DEU,83166711,Europe
17/07/2020,17,7,2020,523,6,Germany,DE,DEU,83166711,Europe
16/07/2020,16,7,2020,555,7,Germany,DE,DEU,83166711,Europe
15/07/2020,15,7,2020,540,6,Germany,DE,DEU,83166711,Europe
14/07/2020,14,7,2020,468,2,Germany,DE,DEU,83166711,Europe
13/07/2020,13,7,2020,327,5,Germany,DE,DEU,83166711,Europe
12/07/2020,12,7,2020,131,1,Germany,DE,DEU,83166711,Europe
11/07/2020,11,7,2020,276,0,Germany,DE,DEU,83166711,Europe
10/07/2020,10,7,2020,425,3,Germany,DE,DEU,83166711,Europe
09/07/2020,9,7,2020,424,5,Germany,DE,DEU,83166711,Europe
08/07/2020,8,7,2020,450,6,Germany,DE,DEU,83166711,Europe
07/07/2020,7,7,2020,392,4,Germany,DE,DEU,83166711,Europe
06/07/2020,6,7,2020,323,6,Germany,DE,DEU,83166711,Europe
05/07/2020,5,7,2020,143,4,Germany,DE,DEU,83166711,Europe
04/07/2020,4,7,2020,293,2,Germany,DE,DEU,83166711,Europe
03/07/2020,3,7,2020,426,6,Germany,DE,DEU,83166711,Europe
02/07/2020,2,7,2020,472,4,Germany,DE,DEU,83166711,Europe
01/07/2020,1,7,2020,482,5,Germany,DE,DEU,83166711,Europe
30/06/2020,30,6,2020,458,1,Germany,DE,DEU,83166711,Europe
29/06/2020,29,6,2020,415,4,Germany,DE,DEU,83166711,Europe
28/06/2020,28,6,2020,201,0,Germany,DE,DEU,83166711,Europe
27/06/2020,27,6,2020,324,2,Germany,DE,DEU,83166711,Europe
26/06/2020,26,6,2020,574,7,Germany,DE,DEU,83166711,Europe
25/06/2020,25,6,2020,567,5,Germany,DE,DEU,83166711,Europe
24/06/2020,24,6,2020,505,2,Germany,DE,DEU,83166711,Europe
23/06/2020,23,6,2020,545,7,Germany,DE,DEU,83166711,Europe
22/06/2020,22,6,2020,443,1,Germany,DE,DEU,83166711,Europe
21/06/2020,21,6,2020,222,3,Germany,DE,DEU,83166711,Europe
20/06/2020,20,6,2020,569,4,Germany,DE,DEU,83166711,Europe
19/06/2020,19,6,2020,994,9,Germany,DE,DEU,83166711,Europe
18/06/2020,18,6,2020,763,3,Germany,DE,DEU,83166711,Europe
17/06/2020,17,6,2020,862,7,Germany,DE,DEU,83166711,Europe
16/06/2020,16,6,2020,518,11,Germany,DE,DEU,83166711,Europe
15/06/2020,15,6,2020,259,4,Germany,DE,DEU,83166711,Europe
14/06/2020,14,6,2020,172,6,Germany,DE,DEU,83166711,Europe
13/06/2020,13,6,2020,299,1,Germany,DE,DEU,83166711,Europe
12/06/2020,12,6,2020,352,11,Germany,DE,DEU,83166711,Europe
11/06/2020,11,6,2020,281,1,Germany,DE,DEU,83166711,Europe
10/06/2020,10,6,2020,518,10,Germany,DE,DEU,83166711,Europe
09/06/2020,9,6,2020,426,1,Germany,DE,DEU,83166711,Europe
08/06/2020,8,6,2020,296,3,Germany,DE,DEU,83166711,Europe
07/06/2020,7,6,2020,164,4,Germany,DE,DEU,83166711,Europe
06/06/2020,6,6,2020,285,5,Germany,DE,DEU,83166711,Europe
05/06/2020,5,6,2020,437,5,Germany,DE,DEU,83166711,Europe
04/06/2020,4,6,2020,527,7,Germany,DE,DEU,83166711,Europe
03/06/2020,3,6,2020,496,11,Germany,DE,DEU,83166711,Europe
02/06/2020,2,6,2020,306,8,Germany,DE,DEU,83166711,Europe
01/06/2020,1,6,2020,137,5,Germany,DE,DEU,83166711,Europe
31/05/2020,31,5,2020,178,3,Germany,DE,DEU,83166711,Europe
30/05/2020,30,5,2020,374,4,Germany,DE,DEU,83166711,Europe
29/05/2020,29,5,2020,445,8,Germany,DE,DEU,83166711,Europe
28/05/2020,28,5,2020,530,9,Germany,DE,DEU,83166711,Europe
27/05/2020,27,5,2020,649,12,Germany,DE,DEU,83166711,Europe
26/05/2020,26,5,2020,618,15,Germany,DE,DEU,83166711,Europe
25/05/2020,25,5,2020,412,13,Germany,DE,DEU,83166711,Europe
24/05/2020,24,5,2020,218,5,Germany,DE,DEU,83166711,Europe
23/05/2020,23,5,2020,337,11,Germany,DE,DEU,83166711,Europe
22/05/2020,22,5,2020,525,16,Germany,DE,DEU,83166711,Europe
21/05/2020,21,5,2020,419,7,Germany,DE,DEU,83166711,Europe
20/05/2020,20,5,2020,830,23,Germany,DE,DEU,83166711,Europe
19/05/2020,19,5,2020,728,27,Germany,DE,DEU,83166711,Europe
18/05/2020,18,5,2020,543,23,Germany,DE,DEU,83166711,Europe
17/05/2020,17,5,2020,316,8,Germany,DE,DEU,83166711,Europe
16/05/2020,16,5,2020,461,20,Germany,DE,DEU,83166711,Europe
15/05/2020,15,5,2020,727,31,Germany,DE,DEU,83166711,Europe
14/05/2020,14,5,2020,808,20,Germany,DE,DEU,83166711,Europe
13/05/2020,13,5,2020,909,27,Germany,DE,DEU,83166711,Europe
12/05/2020,12,5,2020,853,32,Germany,DE,DEU,83166711,Europe
11/05/2020,11,5,2020,684,26,Germany,DE,DEU,83166711,Europe
10/05/2020,10,5,2020,341,14,Germany,DE,DEU,83166711,Europe
09/05/2020,9,5,2020,678,23,Germany,DE,DEU,83166711,Europe
08/05/2020,8,5,2020,978,45,Germany,DE,DEU,83166711,Europe
07/05/2020,7,5,2020,1197,49,Germany,DE,DEU,83166711,Europe
06/05/2020,6,5,2020,1220,40,Germany,DE,DEU,83166711,Europe
05/05/2020,5,5,2020,1089,45,Germany,DE,DEU,83166711,Europe
04/05/2020,4,5,2020,728,41,Germany,DE,DEU,83166711,Europe
03/05/2020,3,5,2020,424,16,Germany,DE,DEU,83166711,Europe
02/05/2020,2,5,2020,620,36,Germany,DE,DEU,83166711,Europe
01/05/2020,1,5,2020,919,48,Germany,DE,DEU,83166711,Europe
30/04/2020,30,4,2020,1462,71,Germany,DE,DEU,83166711,Europe
29/04/2020,29,4,2020,1431,58,Germany,DE,DEU,83166711,Europe
28/04/2020,28,4,2020,1460,83,Germany,DE,DEU,83166711,Europe
27/04/2020,27,4,2020,1118,75,Germany,DE,DEU,83166711,Europe
26/04/2020,26,4,2020,704,30,Germany,DE,DEU,83166711,Europe
25/04/2020,25,4,2020,1271,80,Germany,DE,DEU,83166711,Europe
24/04/2020,24,4,2020,1904,84,Germany,DE,DEU,83166711,Europe
23/04/2020,23,4,2020,2089,117,Germany,DE,DEU,83166711,Europe
22/04/2020,22,4,2020,2488,125,Germany,DE,DEU,83166711,Europe
21/04/2020,21,4,2020,2184,140,Germany,DE,DEU,83166711,Europe
20/04/2020,20,4,2020,1709,150,Germany,DE,DEU,83166711,Europe
19/04/2020,19,4,2020,1375,119,Germany,DE,DEU,83166711,Europe
18/04/2020,18,4,2020,2107,123,Germany,DE,DEU,83166711,Europe
17/04/2020,17,4,2020,3046,174,Germany,DE,DEU,83166711,Europe
16/04/2020,16,4,2020,3416,191,Germany,DE,DEU,83166711,Europe
15/04/2020,15,4,2020,3324,232,Germany,DE,DEU,83166711,Europe
14/04/2020,14,4,2020,2463,218,Germany,DE,DEU,83166711,Europe
13/04/2020,13,4,2020,1597,163,Germany,DE,DEU,83166711,Europe
12/04/2020,12,4,2020,1865,168,Germany,DE,DEU,83166711,Europe
11/04/2020,11,4,2020,2886,201,Germany,DE,DEU,83166711,Europe
10/04/2020,10,4,2020,3356,208,Germany,DE,DEU,83166711,Europe
09/04/2020,9,4,2020,4903,325,Germany,DE,DEU,83166711,Europe
08/04/2020,8,4,2020,5273,344,Germany,DE,DEU,83166711,Europe
07/04/2020,7,4,2020,5186,340,Germany,DE,DEU,83166711,Europe
06/04/2020,6,4,2020,3657,291,Germany,DE,DEU,83166711,Europe
05/04/2020,5,4,2020,2535,182,Germany,DE,DEU,83166711,Europe
04/04/2020,4,4,2020,4342,245,Germany,DE,DEU,83166711,Europe
03/04/2020,3,4,2020,6191,397,Germany,DE,DEU,83166711,Europe
02/04/2020,2,4,2020,6545,418,Germany,DE,DEU,83166711,Europe
01/04/2020,1,4,2020,6255,376,Germany,DE,DEU,83166711,Europe
31/03/2020,31,3,2020,6061,383,Germany,DE,DEU,83166711,Europe
30/03/2020,30,3,2020,4117,267,Germany,DE,DEU,83166711,Europe
29/03/2020,29,3,2020,3076,166,Germany,DE,DEU,83166711,Europe
28/03/2020,28,3,2020,4723,248,Germany,DE,DEU,83166711,Europe
27/03/2020,27,3,2020,5978,264,Germany,DE,DEU,83166711,Europe
26/03/2020,26,3,2020,5901,267,Germany,DE,DEU,83166711,Europe
25/03/2020,25,3,2020,5680,218,Germany,DE,DEU,83166711,Europe
24/03/2020,24,3,2020,4879,168,Germany,DE,DEU,83166711,Europe
23/03/2020,23,3,2020,3729,131,Germany,DE,DEU,83166711,Europe
22/03/2020,22,3,2020,2264,79,Germany,DE,DEU,83166711,Europe
21/03/2020,21,3,2020,3356,95,Germany,DE,DEU,83166711,Europe
20/03/2020,20,3,2020,4049,96,Germany,DE,DEU,83166711,Europe
19/03/2020,19,3,2020,4057,64,Germany,DE,DEU,83166711,Europe
18/03/2020,18,3,2020,3599,63,Germany,DE,DEU,83166711,Europe
17/03/2020,17,3,2020,3025,44,Germany,DE,DEU,83166711,Europe
16/03/2020,16,3,2020,2037,35,Germany,DE,DEU,83166711,Europe
15/03/2020,15,3,2020,981,15,Germany,DE,DEU,83166711,Europe
14/03/2020,14,3,2020,1303,20,Germany,DE,DEU,83166711,Europe
13/03/2020,13,3,2020,1461,16,Germany,DE,DEU,83166711,Europe
12/03/2020,12,3,2020,992,12,Germany,DE,DEU,83166711,Europe
11/03/2020,11,3,2020,756,10,Germany,DE,DEU,83166711,Europe
10/03/2020,10,3,2020,595,4,Germany,DE,DEU,83166711,Europe
09/03/2020,9,3,2020,345,7,Germany,DE,DEU,83166711,Europe
08/03/2020,8,3,2020,103,1,Germany,DE,DEU,83166711,Europe
07/03/2020,7,3,2020,142,4,Germany,DE,DEU,83166711,Europe
06/03/2020,6,3,2020,186,4,Germany,DE,DEU,83166711,Europe
05/03/2020,5,3,2020,187,1,Germany,DE,DEU,83166711,Europe
04/03/2020,4,3,2020,157,2,Germany,DE,DEU,83166711,Europe
03/03/2020,3,3,2020,84,0,Germany,DE,DEU,83166711,Europe
02/03/2020,2,3,2020,41,0,Germany,DE,DEU,83166711,Europe
01/03/2020,1,3,2020,35,0,Germany,DE,DEU,83166711,Europe
29/02/2020,29,2,2020,23,0,Germany,DE,DEU,83166711,Europe
28/02/2020,28,2,2020,47,0,Germany,DE,DEU,83166711,Europe
27/02/2020,27,2,2020,24,0,Germany,DE,DEU,83166711,Europe
26/02/2020,26,2,2020,7,0,Germany,DE,DEU,83166711,Europe
25/02/2020,25,2,2020,3,0,Germany,DE,DEU,83166711,Europe
24/02/2020,24,2,2020,1,0,Germany,DE,DEU,83166711,Europe
20/02/2020,20,2,2020,2,1,Germany,DE,DEU,83166711,Europe
18/02/2020,18,2,2020,1,0,Germany,DE,DEU,83166711,Europe
17/02/2020,17,2,2020,1,0,Germany,DE,DEU,83166711,Europe
15/02/2020,15,2,2020,1,0,Germany,DE,DEU,83166711,Europe
12/02/2020,12,2,2020,1,0,Germany,DE,DEU,83166711,Europe
11/02/2020,11,2,2020,3,0,Germany,DE,DEU,83166711,Europe
10/02/2020,10,2,2020,1,0,Germany,DE,DEU,83166711,Europe
07/02/2020,7,2,2020,1,0,Germany,DE,DEU,83166711,Europe
06/02/2020,6,2,2020,1,0,Germany,DE,DEU,83166711,Europe
05/02/2020,5,2,2020,2,0,Germany,DE,DEU,83166711,Europe
04/02/2020,4,2,2020,4,0,Germany,DE,DEU,83166711,Europe
03/02/2020,3,2,2020,1,0,Germany,DE,DEU,83166711,Europe
01/02/2020,1,2,2020,1,0,Germany,DE,DEU,83166711,Europe
31/01/2020,31,1,2020,5,0,Germany,DE,DEU,83166711,Europe
29/01/2020,29,1,2020,2,0,Germany,DE,DEU,83166711,Europe
28/01/2020,28,1,2020,2,0,Germany,DE,DEU,83166711,Europe
23/01/2020,23,1,2020,1,0,Germany,DE,DEU,83166711,Europe
02/01/2020,2,1,2020,1,0,Germany,DE,DEU,83166711,Europe
